pk_productkey;product_category;product_subcategory;product_categoryname;product_subcategoryname;standard_cost;colour;list_price;size;dealer_price;model_name;details;product_start_date;product_end_date;supplier;supplier_name;transportation_fees
446;ACC;ACC10;Accessories;Panniers;51,5625;Grey;125;;75;Touring-Panniers;Durable water-proof nylon construction with easy access Large enough for weekend trips;01/07/2017;30/06/2018;SP1;Pedal For Life;0
447;ACC;ACC9;Accessories;Locks;10,3125;;25;;15;Cable Lock;Wraps to fit front and rear tires carrier and 2 keys included;01/07/2017;30/06/2018;SP2;Trackish Life;0
448;ACC;ACC11;Accessories;Pumps;8,2459;;19,99;;11,994;Minipump;Designed for convenience Fits in your pocket Aluminum barrel 160psi rated;01/07/2017;30/06/2018;SP4;Next Bike;0
449;ACC;ACC11;Accessories;Pumps;10,3084;;24,99;;14,994;Mountain Pump;Simple and light-weight Emergency patches stored in handle;01/07/2017;30/06/2018;SP7;Biker Boys Inc;0
450;ACC;ACC8;Accessories;Lights;5,7709;;13,99;;8,394;Taillight;Affordable light for safe night riding - uses 3 AAA batteries;01/07/2017;30/06/2018;SP7;Biker Boys Inc;0
451;ACC;ACC8;Accessories;Lights;14,4334;;34,99;;20,994;Headlights - Dual-Beam;Rechargeable dual-beam headlight;01/07/2017;30/06/2018;SP7;Biker Boys Inc;0
452;ACC;ACC8;Accessories;Lights;18,5584;;44,99;;26,994;Headlights - Weatherproof;Rugged weatherproof headlight;01/07/2017;30/06/2018;SP7;Biker Boys Inc;0
453;CH;CH5;Clothing;Shorts;24,7459;Black;59,99;;35,994;Men's Sports Shorts;Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers;01/07/2017;30/06/2018;SP6;Alicia Bike Keys;1
454;CH;CH5;Clothing;Shorts;24,7459;Black;59,99;;35,994;Men's Sports Shorts;Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers;01/07/2017;30/06/2018;SP4;Next Bike;0
455;CH;CH5;Clothing;Shorts;24,7459;Black;59,99;;35,994;Men's Sports Shorts;Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers;01/07/2017;30/06/2018;SP3;Life on Wheels;1
456;CH;CH7;Clothing;Tights;30,9334;Black;74,99;;44,994;Women's Tights;Warm spandex tights for winter riding seamless chamois construction eliminates pressure points;01/07/2017;30/06/2018;SP3;Life on Wheels;1
457;CH;CH7;Clothing;Tights;30,9334;Black;74,99;;44,994;Women's Tights;Warm spandex tights for winter riding seamless chamois construction eliminates pressure points;01/07/2017;30/06/2018;SP8;Mike Bikes;0
458;CH;CH7;Clothing;Tights;30,9334;Black;74,99;;44,994;Women's Tights;Warm spandex tights for winter riding seamless chamois construction eliminates pressure points;01/07/2017;30/06/2018;SP5;Be A Bike;1
459;CH;CH1;Clothing;Bib-Shorts;37,1209;Multi;89,99;;53,994;Men's Bib-Shorts;Designed for the AWC team with stay-put straps moisture-control chamois padding and leg grippers;01/07/2017;30/06/2018;SP3;Life on Wheels;1
460;CH;CH1;Clothing;Bib-Shorts;37,1209;Multi;89,99;;53,994;Men's Bib-Shorts;Designed for the AWC team with stay-put straps moisture-control chamois padding and leg grippers;01/07/2017;30/06/2018;SP8;Mike Bikes;0
461;CH;CH1;Clothing;Bib-Shorts;37,1209;Multi;89,99;;53,994;Men's Bib-Shorts;Designed for the AWC team with stay-put straps moisture-control chamois padding and leg grippers;01/07/2017;30/06/2018;SP8;Mike Bikes;0
462;CH;CH3;Clothing;Gloves;9,7136;Black;23,5481;;14,1289;Half-Finger Gloves;Full padding improved finger flex durable palm adjustable closure;01/07/2017;30/06/2018;SP3;Life on Wheels;1
463;CH;CH3;Clothing;Gloves;9,1593;Black;24,49;;14,694;Half-Finger Gloves;Full padding improved finger flex durable palm adjustable closure;01/07/2018;;SP8;Mike Bikes;0
464;CH;CH3;Clothing;Gloves;9,7136;Black;23,5481;;14,1289;Half-Finger Gloves;Full padding improved finger flex durable palm adjustable closure;01/07/2017;30/06/2018;SP4;Next Bike;0
465;CH;CH3;Clothing;Gloves;9,1593;Black;24,49;;14,694;Half-Finger Gloves;Full padding improved finger flex durable palm adjustable closure;01/07/2018;;SP4;Next Bike;0
466;CH;CH3;Clothing;Gloves;9,7136;Black;23,5481;;14,1289;Half-Finger Gloves;Full padding improved finger flex durable palm adjustable closure;01/07/2017;30/06/2018;SP2;Trackish Life;0
467;CH;CH3;Clothing;Gloves;9,1593;Black;24,49;;14,694;Half-Finger Gloves;Full padding improved finger flex durable palm adjustable closure;01/07/2018;;SP1;Pedal For Life;0
468;CH;CH3;Clothing;Gloves;15,6709;Black;37,99;;22,794;Full-Finger Gloves;Synthetic palm flexible knuckles breathable mesh upper Worn by the AWC team riders;01/07/2017;30/06/2018;SP2;Trackish Life;0
469;CH;CH3;Clothing;Gloves;15,6709;Black;37,99;;22,794;Full-Finger Gloves;Synthetic palm flexible knuckles breathable mesh upper Worn by the AWC team riders;01/07/2017;30/06/2018;SP6;Alicia Bike Keys;1
470;CH;CH3;Clothing;Gloves;15,6709;Black;37,99;;22,794;Full-Finger Gloves;Synthetic palm flexible knuckles breathable mesh upper Worn by the AWC team riders;01/07/2017;30/06/2018;SP8;Mike Bikes;0
471;CH;CH8;Clothing;Vests;23,749;Blue;63,5;;38,1;Classic Vest;Light-weight wind-resistant packs to fit into a pocket;01/07/2018;;SP2;Trackish Life;0
472;CH;CH8;Clothing;Vests;23,749;Blue;63,5;;38,1;Classic Vest;Light-weight wind-resistant packs to fit into a pocket;01/07/2018;;SP2;Trackish Life;0
473;CH;CH8;Clothing;Vests;23,749;Blue;63,5;;38,1;Classic Vest;Light-weight wind-resistant packs to fit into a pocket;01/07/2018;;SP5;Be A Bike;1
474;CH;CH5;Clothing;Shorts;26,1763;Black;69,99;;41,994;Women's Mountain Shorts;Heavy duty abrasion-resistant shorts feature seamless lycra inner shorts with anti-bacterial chamois for comfort;01/07/2018;;SP3;Life on Wheels;1
475;CH;CH5;Clothing;Shorts;26,1763;Black;69,99;;41,994;Women's Mountain Shorts;Heavy duty abrasion-resistant shorts feature seamless lycra inner shorts with anti-bacterial chamois for comfort;01/07/2018;;SP2;Trackish Life;0
476;CH;CH5;Clothing;Shorts;26,1763;Black;69,99;;41,994;Women's Mountain Shorts;Heavy duty abrasion-resistant shorts feature seamless lycra inner shorts with anti-bacterial chamois for comfort;01/07/2018;;SP2;Trackish Life;0
477;ACC;ACC3;Accessories;Bottles and Cages;1,8663;;4,99;;2,994;Water Bottle;AWC logo water bottle - holds 30 oz leak-proof;01/07/2018;;SP8;Mike Bikes;0
478;ACC;ACC3;Accessories;Bottles and Cages;3,7363;;9,99;;5,994;Mountain Bottle Cage;Tough aluminum cage holds bottle securly on tough terrain;01/07/2018;;SP8;Mike Bikes;0
479;ACC;ACC3;Accessories;Bottles and Cages;3,3623;;8,99;;5,394;Road Bottle Cage;Aluminum cage is lighter than our mountain version perfect for long distance trips;01/07/2018;;SP4;Next Bike;0
480;ACC;ACC12;Accessories;Tires and Tubes;0,8565;;2,29;;1,374;Patch kit;Includes 8 different size patches glue and sandpaper;01/07/2018;;SP6;Alicia Bike Keys;1
481;CH;CH6;Clothing;Socks;3,3623;White;8,99;;5,394;Racing Socks;Thin lightweight and durable with cuffs that stay up;01/07/2018;;SP3;Life on Wheels;1
482;CH;CH6;Clothing;Socks;3,3623;White;8,99;;5,394;Racing Socks;Thin lightweight and durable with cuffs that stay up;01/07/2018;;SP2;Trackish Life;0
483;ACC;ACC1;Accessories;Bike Racks;44,88;;120;;72;Hitch Rack - 4-Bike;"Carries 4 bikes securely steel construction fits 2"" receiver hitch";01/07/2018;;SP3;Life on Wheels;1
484;ACC;ACC4;Accessories;Cleaners;2,9733;;7,95;;4,77;Bike Wash;Washes off the toughest road grime dissolves grease environmentally safe 1-liter bottle;01/07/2018;;SP8;Mike Bikes;0
485;ACC;ACC5;Accessories;Fenders;8,2205;;21,98;;13,188;Fender Set - Mountain;Clip-on fenders fit most mountain bikes;01/07/2018;;SP3;Life on Wheels;1
486;ACC;ACC2;Accessories;Bike Stands;59,466;;159;;95,4;All-Purpose Bike Stand;Perfect all-purpose bike stand for working on your bike at home Quick-adjusting clamps and steel construction;01/07/2018;;SP5;Be A Bike;1
487;ACC;ACC7;Accessories;Hydration Packs;20,5663;Silver;54,99;70;32,994;Hydration Pack;Versatile 70 oz hydration pack offers extra storage easy-fill access and a waist belt;01/07/2018;;SP2;Trackish Life;0
488;CH;CH4;Clothing;Jerseys;41,5723;Yellow;53,99;;32,394;Short-Sleeve Classic Jersey;Short sleeve classic breathable jersey with superior moisture control front zipper and 3 back pockets;01/07/2018;;SP2;Trackish Life;0
489;CH;CH4;Clothing;Jerseys;41,5723;Yellow;53,99;;32,394;Short-Sleeve Classic Jersey;Short sleeve classic breathable jersey with superior moisture control front zipper and 3 back pockets;01/07/2018;;SP1;Pedal For Life;0
490;CH;CH4;Clothing;Jerseys;41,5723;Yellow;53,99;;32,394;Short-Sleeve Classic Jersey;Short sleeve classic breathable jersey with superior moisture control front zipper and 3 back pockets;01/07/2018;;SP7;Biker Boys Inc;0
491;CH;CH4;Clothing;Jerseys;41,5723;Yellow;53,99;;32,394;Short-Sleeve Classic Jersey;Short sleeve classic breathable jersey with superior moisture control front zipper and 3 back pockets;01/07/2018;;SP1;Pedal For Life;0
492;CP;CP13;Components;Touring Frames;601,7437;Yellow;1003,91;60;602,346;HL Touring Frame;The HL aluminum frame is custom-shaped for both good looks and strength it will withstand the most rigorous challenges of daily riding Men's version;01/07/2018;;SP7;Biker Boys Inc;0
493;CP;CP13;Components;Touring Frames;199,8519;Yellow;333,42;62;200,052;LL Touring Frame;Lightweight butted aluminum frame provides a more upright riding position for a trip around town  Our ground-breaking design provides optimum comfort;01/07/2018;;SP2;Trackish Life;0
494;CP;CP13;Components;Touring Frames;601,7437;Yellow;1003,91;46;602,346;HL Touring Frame;The HL aluminum frame is custom-shaped for both good looks and strength it will withstand the most rigorous challenges of daily riding Men's version;01/07/2018;;SP7;Biker Boys Inc;0
495;CP;CP13;Components;Touring Frames;601,7437;Yellow;1003,91;50;602,346;HL Touring Frame;The HL aluminum frame is custom-shaped for both good looks and strength it will withstand the most rigorous challenges of daily riding Men's version;01/07/2018;;SP2;Trackish Life;0
496;CP;CP13;Components;Touring Frames;601,7437;Yellow;1003,91;54;602,346;HL Touring Frame;The HL aluminum frame is custom-shaped for both good looks and strength it will withstand the most rigorous challenges of daily riding Men's version;01/07/2018;;SP5;Be A Bike;1
497;CP;CP13;Components;Touring Frames;601,7437;Blue;1003,91;46;602,346;HL Touring Frame;The HL aluminum frame is custom-shaped for both good looks and strength it will withstand the most rigorous challenges of daily riding Men's version;01/07/2018;;SP5;Be A Bike;1
498;CP;CP13;Components;Touring Frames;601,7437;Blue;1003,91;50;602,346;HL Touring Frame;The HL aluminum frame is custom-shaped for both good looks and strength it will withstand the most rigorous challenges of daily riding Men's version;01/07/2018;;SP1;Pedal For Life;0
499;CP;CP13;Components;Touring Frames;601,7437;Blue;1003,91;54;602,346;HL Touring Frame;The HL aluminum frame is custom-shaped for both good looks and strength it will withstand the most rigorous challenges of daily riding Men's version;01/07/2018;;SP7;Biker Boys Inc;0
500;CP;CP13;Components;Touring Frames;601,7437;Blue;1003,91;60;602,346;HL Touring Frame;The HL aluminum frame is custom-shaped for both good looks and strength it will withstand the most rigorous challenges of daily riding Men's version;01/07/2018;;SP6;Alicia Bike Keys;1
501;CP;CP6;Components;Derailleurs;53,9282;Silver;121,46;;72,876;Rear Derailleur;Wide-link design;01/07/2018;;SP1;Pedal For Life;0
502;CP;CP13;Components;Touring Frames;199,8519;Blue;333,42;50;200,052;LL Touring Frame;Lightweight butted aluminum frame provides a more upright riding position for a trip around town  Our ground-breaking design provides optimum comfort;01/07/2018;;SP2;Trackish Life;0
503;CP;CP13;Components;Touring Frames;199,8519;Blue;333,42;54;200,052;LL Touring Frame;Lightweight butted aluminum frame provides a more upright riding position for a trip around town  Our ground-breaking design provides optimum comfort;01/07/2018;;SP5;Be A Bike;1
504;CP;CP13;Components;Touring Frames;199,8519;Blue;333,42;58;200,052;LL Touring Frame;Lightweight butted aluminum frame provides a more upright riding position for a trip around town  Our ground-breaking design provides optimum comfort;01/07/2018;;SP6;Alicia Bike Keys;1
505;CP;CP13;Components;Touring Frames;199,8519;Blue;333,42;62;200,052;LL Touring Frame;Lightweight butted aluminum frame provides a more upright riding position for a trip around town  Our ground-breaking design provides optimum comfort;01/07/2018;;SP3;Life on Wheels;1
506;CP;CP13;Components;Touring Frames;199,8519;Yellow;333,42;44;200,052;LL Touring Frame;Lightweight butted aluminum frame provides a more upright riding position for a trip around town  Our ground-breaking design provides optimum comfort;01/07/2018;;SP6;Alicia Bike Keys;1
507;CP;CP13;Components;Touring Frames;199,8519;Yellow;333,42;50;200,052;LL Touring Frame;Lightweight butted aluminum frame provides a more upright riding position for a trip around town  Our ground-breaking design provides optimum comfort;01/07/2018;;SP7;Biker Boys Inc;0
508;CP;CP13;Components;Touring Frames;199,8519;Yellow;333,42;54;200,052;LL Touring Frame;Lightweight butted aluminum frame provides a more upright riding position for a trip around town  Our ground-breaking design provides optimum comfort;01/07/2018;;SP1;Pedal For Life;0
509;CP;CP13;Components;Touring Frames;199,8519;Yellow;333,42;58;200,052;LL Touring Frame;Lightweight butted aluminum frame provides a more upright riding position for a trip around town  Our ground-breaking design provides optimum comfort;01/07/2018;;SP7;Biker Boys Inc;0
510;CP;CP13;Components;Touring Frames;199,8519;Blue;333,42;44;200,052;LL Touring Frame;Lightweight butted aluminum frame provides a more upright riding position for a trip around town  Our ground-breaking design provides optimum comfort;01/07/2018;;SP8;Mike Bikes;0
511;CP;CP9;Components;Mountain Frames;199,3757;Silver;364,09;40;218,454;ML Mountain Frame-W;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame It offers superior performance Men's version;01/07/2018;;SP3;Life on Wheels;1
512;CP;CP9;Components;Mountain Frames;199,3757;Silver;364,09;42;218,454;ML Mountain Frame-W;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame It offers superior performance Men's version;01/07/2018;;SP5;Be A Bike;1
513;CP;CP9;Components;Mountain Frames;199,3757;Silver;364,09;46;218,454;ML Mountain Frame-W;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame It offers superior performance Men's version;01/07/2018;;SP4;Next Bike;0
514;CP;CP3;Components;Brakes;47,286;Silver;106,5;;63,9;Rear Brakes;Rear brakes for mountain-bikes;01/07/2018;;SP2;Trackish Life;0
515;CP;CP12;Components;Saddles;12,0413;;27,12;;16,272;LL Mountain Seat/Saddle 2;Synthetic leather Features gel for increased comfort;01/07/2018;;SP4;Next Bike;0
516;CP;CP12;Components;Saddles;17,3782;;39,14;;23,484;ML Mountain Seat/Saddle 2;Designed to absorb shock;01/07/2018;;SP2;Trackish Life;0
517;CP;CP12;Components;Saddles;23,3722;;52,64;;31,584;HL Mountain Seat/Saddle 2;Anatomic design for a full-day of riding in comfort Durable leather;01/07/2018;;SP7;Biker Boys Inc;0
518;CP;CP12;Components;Saddles;12,0413;;27,12;;16,272;LL Road Seat/Saddle 1;Lightweight foam-padded saddle;01/07/2018;;SP3;Life on Wheels;1
519;CP;CP12;Components;Saddles;17,3782;;39,14;;23,484;ML Road Seat/Saddle 2;Rubber bumpers absorb bumps;01/07/2018;;SP4;Next Bike;0
520;CP;CP12;Components;Saddles;23,3722;;52,64;;31,584;HL Road Seat/Saddle 2;Lightweight kevlar racing saddle Leather;01/07/2018;;SP3;Life on Wheels;1
521;CP;CP12;Components;Saddles;12,0413;;27,12;;16,272;LL Touring Seat/Saddle;Comfortable ergonomically shaped gel saddle;01/07/2018;;SP6;Alicia Bike Keys;1
522;CP;CP12;Components;Saddles;17,3782;;39,14;;23,484;ML Touring Seat/Saddle;New design relieves pressure for long rides;01/07/2018;;SP3;Life on Wheels;1
523;CP;CP12;Components;Saddles;23,3722;;52,64;;31,584;HL Touring Seat/Saddle;Cut-out shell for a more comfortable ride;01/07/2018;;SP1;Pedal For Life;0
524;CP;CP9;Components;Mountain Frames;144,5938;Silver;264,05;42;158,43;LL Mountain Frame;Our best value utilizing the same ground-breaking frame technology as the ML aluminum frame;01/07/2018;;SP8;Mike Bikes;0
525;CP;CP9;Components;Mountain Frames;144,5938;Silver;264,05;44;158,43;LL Mountain Frame;Our best value utilizing the same ground-breaking frame technology as the ML aluminum frame;01/07/2018;;SP3;Life on Wheels;1
526;CP;CP9;Components;Mountain Frames;144,5938;Silver;264,05;48;158,43;LL Mountain Frame;Our best value utilizing the same ground-breaking frame technology as the ML aluminum frame;01/07/2018;;SP8;Mike Bikes;0
527;CP;CP9;Components;Mountain Frames;144,5938;Silver;264,05;52;158,43;LL Mountain Frame;Our best value utilizing the same ground-breaking frame technology as the ML aluminum frame;01/07/2018;;SP8;Mike Bikes;0
528;ACC;ACC12;Accessories;Tires and Tubes;1,8663;;4,99;;2,994;Mountain Tire Tube;Self-sealing tube;01/07/2018;;SP5;Be A Bike;1
529;ACC;ACC12;Accessories;Tires and Tubes;1,4923;;3,99;;2,394;Road Tire Tube;Conventional all-purpose tube;01/07/2018;;SP6;Alicia Bike Keys;1
530;ACC;ACC12;Accessories;Tires and Tubes;1,8663;;4,99;;2,994;Touring Tire Tube;General purpose tube;01/07/2018;;SP7;Biker Boys Inc;0
531;CP;CP9;Components;Mountain Frames;136,785;Black;249,79;42;149,874;LL Mountain Frame;Our best value utilizing the same ground-breaking frame technology as the ML aluminum frame;01/07/2018;;SP4;Next Bike;0
532;CP;CP9;Components;Mountain Frames;136,785;Black;249,79;44;149,874;LL Mountain Frame;Our best value utilizing the same ground-breaking frame technology as the ML aluminum frame;01/07/2018;;SP8;Mike Bikes;0
533;CP;CP9;Components;Mountain Frames;136,785;Black;249,79;48;149,874;LL Mountain Frame;Our best value utilizing the same ground-breaking frame technology as the ML aluminum frame;01/07/2018;;SP2;Trackish Life;0
534;CP;CP9;Components;Mountain Frames;136,785;Black;249,79;52;149,874;LL Mountain Frame;Our best value utilizing the same ground-breaking frame technology as the ML aluminum frame;01/07/2018;;SP8;Mike Bikes;0
535;ACC;ACC12;Accessories;Tires and Tubes;9,3463;;24,99;;14,994;LL Mountain Tire;Comparible traction less expensive wire bead casing;01/07/2018;;SP3;Life on Wheels;1
536;ACC;ACC12;Accessories;Tires and Tubes;11,2163;;29,99;;17,994;ML Mountain Tire;Great traction high-density rubber;01/07/2018;;SP2;Trackish Life;0
537;ACC;ACC12;Accessories;Tires and Tubes;13,09;;35;;21;HL Mountain Tire;Incredible traction lightweight carbon reinforced;01/07/2018;;SP2;Trackish Life;0
538;ACC;ACC12;Accessories;Tires and Tubes;8,0373;;21,49;;12,894;LL Road Tire;Same great treads as more expensive tire with a less expensive wire bead casing;01/07/2018;;SP8;Mike Bikes;0
539;ACC;ACC12;Accessories;Tires and Tubes;9,3463;;24,99;;14,994;ML Road Tire;Higher density rubber;01/07/2018;;SP7;Biker Boys Inc;0
540;ACC;ACC12;Accessories;Tires and Tubes;12,1924;;32,6;;19,56;HL Road Tire;Lightweight carbon reinforced  for an unrivaled ride at an un-compromised weight;01/07/2018;;SP8;Mike Bikes;0
541;ACC;ACC12;Accessories;Tires and Tubes;10,8423;;28,99;;17,394;Touring Tire;High-density rubber;01/07/2018;;SP3;Life on Wheels;1
542;CP;CP10;Components;Pedals;17,9776;Silver/Black;40,49;;24,294;LL Mountain Pedal;Expanded platform so you can ride in any shoes great for all-around riding;01/07/2018;;SP5;Be A Bike;1
543;CP;CP10;Components;Pedals;27,568;Silver/Black;62,09;;37,254;ML Mountain Pedal;Lightweight durable clipless pedal with adjustable tension;01/07/2018;;SP4;Next Bike;0
544;CP;CP10;Components;Pedals;35,9596;Silver/Black;80,99;;48,594;HL Mountain Pedal;Stainless steel designed to shed mud easily;01/07/2018;;SP5;Be A Bike;1
545;CP;CP10;Components;Pedals;17,9776;Silver/Black;40,49;;24,294;LL Road Pedal;Clipless pedals - aluminum;01/07/2018;;SP8;Mike Bikes;0
546;CP;CP10;Components;Pedals;27,568;Silver/Black;62,09;;37,254;ML Road Pedal;Lightweight aluminum alloy construction;01/07/2018;;SP8;Mike Bikes;0
547;CP;CP10;Components;Pedals;35,9596;Silver/Black;80,99;;48,594;HL Road Pedal;Top-of-the-line clipless pedals with adjustable tension;01/07/2018;;SP8;Mike Bikes;0
548;CP;CP10;Components;Pedals;35,9596;Silver/Black;80,99;;48,594;Touring Pedal;A stable pedal for all-day riding;01/07/2018;;SP2;Trackish Life;0
549;CP;CP9;Components;Mountain Frames;199,3757;Silver;364,09;38;218,454;ML Mountain Frame-W;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame It offers superior performance Men's version;01/07/2018;;SP7;Biker Boys Inc;0
550;CP;CP9;Components;Mountain Frames;136,785;Black;249,79;40;149,874;LL Mountain Frame;Our best value utilizing the same ground-breaking frame technology as the ML aluminum frame;01/07/2018;;SP3;Life on Wheels;1
551;CP;CP9;Components;Mountain Frames;144,5938;Silver;264,05;40;158,43;LL Mountain Frame;Our best value utilizing the same ground-breaking frame technology as the ML aluminum frame;01/07/2018;;SP8;Mike Bikes;0
552;CP;CP6;Components;Derailleurs;40,6216;Silver;91,49;;54,894;Front Derailleur;Wide-link design;01/07/2018;;SP2;Trackish Life;0
553;CP;CP1;Components;Handlebars;20,464;;46,09;;27,654;LL Touring Handlebars;Unique shape reduces fatigue for entry level riders;01/07/2018;;SP7;Biker Boys Inc;0
554;CP;CP1;Components;Handlebars;40,6571;;91,57;;54,942;HL Touring Handlebars;A light yet stiff aluminum bar for long distance riding;01/07/2018;;SP7;Biker Boys Inc;0
555;CP;CP3;Components;Brakes;47,286;Silver;106,5;;63,9;Front Brakes;All-weather brake pads provides superior stopping by applying more surface to the rim;01/07/2018;;SP1;Pedal For Life;0
556;CP;CP5;Components;Cranksets;77,9176;Black;175,49;;105,294;LL Crankset;Super rigid spindle;01/07/2018;;SP8;Mike Bikes;0
557;CP;CP5;Components;Cranksets;113,8816;Black;256,49;;153,894;ML Crankset;High-strength crank arm;01/07/2018;;SP6;Alicia Bike Keys;1
558;CP;CP5;Components;Cranksets;179,8156;Black;404,99;;242,994;HL Crankset;Triple crankset alumunim crank arm flawless shifting;01/07/2018;;SP1;Pedal For Life;0
559;CP;CP4;Components;Chains;8,9866;Silver;20,24;;12,144;Chain;Superior shifting performance;01/07/2018;;SP7;Biker Boys Inc;0
560;BK;TBK;Bikes;Touring Bikes;755,1508;Blue;1214,85;60;728,91;Touring-2000;The plush custom saddle keeps you riding all day  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier  This bike has stability when fully-loaded;01/07/2018;;SP3;Life on Wheels;1
561;BK;TBK;Bikes;Touring Bikes;1481,9379;Yellow;2384,07;46;1430,442;Touring-1000;Travel in style and comfort Designed for maximum comfort and safety Wide gear range takes on all hills High-tech aluminum alloy construction provides durability without added weight;01/07/2018;;SP5;Be A Bike;1
562;BK;TBK;Bikes;Touring Bikes;1481,9379;Yellow;2384,07;50;1430,442;Touring-1000;Travel in style and comfort Designed for maximum comfort and safety Wide gear range takes on all hills High-tech aluminum alloy construction provides durability without added weight;01/07/2018;;SP4;Next Bike;0
563;BK;TBK;Bikes;Touring Bikes;1481,9379;Yellow;2384,07;54;1430,442;Touring-1000;Travel in style and comfort Designed for maximum comfort and safety Wide gear range takes on all hills High-tech aluminum alloy construction provides durability without added weight;01/07/2018;;SP7;Biker Boys Inc;0
564;BK;TBK;Bikes;Touring Bikes;1481,9379;Yellow;2384,07;60;1430,442;Touring-1000;Travel in style and comfort Designed for maximum comfort and safety Wide gear range takes on all hills High-tech aluminum alloy construction provides durability without added weight;01/07/2018;;SP3;Life on Wheels;1
565;BK;TBK;Bikes;Touring Bikes;461,4448;Blue;742,35;54;445,41;Touring-3000;All-occasion value bike with our basic comfort and safety features Offers wider more stable tires for a ride around town or weekend trip;01/07/2018;;SP8;Mike Bikes;0
566;BK;TBK;Bikes;Touring Bikes;461,4448;Blue;742,35;58;445,41;Touring-3000;All-occasion value bike with our basic comfort and safety features Offers wider more stable tires for a ride around town or weekend trip;01/07/2018;;SP1;Pedal For Life;0
567;BK;TBK;Bikes;Touring Bikes;461,4448;Blue;742,35;62;445,41;Touring-3000;All-occasion value bike with our basic comfort and safety features Offers wider more stable tires for a ride around town or weekend trip;01/07/2018;;SP3;Life on Wheels;1
568;BK;TBK;Bikes;Touring Bikes;461,4448;Yellow;742,35;44;445,41;Touring-3000;All-occasion value bike with our basic comfort and safety features Offers wider more stable tires for a ride around town or weekend trip;01/07/2018;;SP1;Pedal For Life;0
569;BK;TBK;Bikes;Touring Bikes;461,4448;Yellow;742,35;50;445,41;Touring-3000;All-occasion value bike with our basic comfort and safety features Offers wider more stable tires for a ride around town or weekend trip;01/07/2018;;SP3;Life on Wheels;1
570;BK;TBK;Bikes;Touring Bikes;461,4448;Yellow;742,35;54;445,41;Touring-3000;All-occasion value bike with our basic comfort and safety features Offers wider more stable tires for a ride around town or weekend trip;01/07/2018;;SP5;Be A Bike;1
571;BK;TBK;Bikes;Touring Bikes;461,4448;Yellow;742,35;58;445,41;Touring-3000;All-occasion value bike with our basic comfort and safety features Offers wider more stable tires for a ride around town or weekend trip;01/07/2018;;SP1;Pedal For Life;0
572;BK;TBK;Bikes;Touring Bikes;461,4448;Yellow;742,35;62;445,41;Touring-3000;All-occasion value bike with our basic comfort and safety features Offers wider more stable tires for a ride around town or weekend trip;01/07/2018;;SP6;Alicia Bike Keys;1
573;BK;TBK;Bikes;Touring Bikes;1481,9379;Blue;2384,07;46;1430,442;Touring-1000;Travel in style and comfort Designed for maximum comfort and safety Wide gear range takes on all hills High-tech aluminum alloy construction provides durability without added weight;01/07/2018;;SP3;Life on Wheels;1
574;BK;TBK;Bikes;Touring Bikes;1481,9379;Blue;2384,07;50;1430,442;Touring-1000;Travel in style and comfort Designed for maximum comfort and safety Wide gear range takes on all hills High-tech aluminum alloy construction provides durability without added weight;01/07/2018;;SP7;Biker Boys Inc;0
575;BK;TBK;Bikes;Touring Bikes;1481,9379;Blue;2384,07;54;1430,442;Touring-1000;Travel in style and comfort Designed for maximum comfort and safety Wide gear range takes on all hills High-tech aluminum alloy construction provides durability without added weight;01/07/2018;;SP6;Alicia Bike Keys;1
576;BK;TBK;Bikes;Touring Bikes;1481,9379;Blue;2384,07;60;1430,442;Touring-1000;Travel in style and comfort Designed for maximum comfort and safety Wide gear range takes on all hills High-tech aluminum alloy construction provides durability without added weight;01/07/2018;;SP7;Biker Boys Inc;0
577;BK;TBK;Bikes;Touring Bikes;755,1508;Blue;1214,85;46;728,91;Touring-2000;The plush custom saddle keeps you riding all day  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier  This bike has stability when fully-loaded;01/07/2018;;SP3;Life on Wheels;1
578;BK;TBK;Bikes;Touring Bikes;755,1508;Blue;1214,85;50;728,91;Touring-2000;The plush custom saddle keeps you riding all day  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier  This bike has stability when fully-loaded;01/07/2018;;SP5;Be A Bike;1
579;BK;TBK;Bikes;Touring Bikes;755,1508;Blue;1214,85;54;728,91;Touring-2000;The plush custom saddle keeps you riding all day  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier  This bike has stability when fully-loaded;01/07/2018;;SP8;Mike Bikes;0
580;BK;RBK;Bikes;Road Bikes;1082,51;Yellow;1700,99;40;1020,594;Road-350-W;Cross-train race or just socialize on a sleek aerodynamic bike designed for a woman  Advanced seat technology provides comfort all day;01/07/2018;;SP7;Biker Boys Inc;0
